Sequence,PHYLUM,CLASS,ORDER,FAMILY,GENUS
S000651638,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Schlegelella
S000842174,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Schlegelella
S000384110,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter
S001095718,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter
S000428509,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hylemonella
S000440214,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pseudorhodoferax
S001154007,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pseudorhodoferax
S000004195,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000005166,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000007457,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000007669,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000008216,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000008217,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000012680,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000014055,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000015039,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000015422,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000017474,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000022474,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000130044,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000130669,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000368094,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000388165,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000389259,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000389260,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000428013,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000428831,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000428832,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000429041,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000430787,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000434814,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000434817,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000438836,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000438917,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000440046,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000444177,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000444180,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000469110,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000469284,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000470134,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000470135,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000515943,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000532739,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000540546,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000607716,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000610951,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000618201,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000654117,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000691651,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000711754,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000711758,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000804593,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000858498,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000858499,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000870874,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000870875,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000870876,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000870877,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000870878,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000902812,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000903060,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S002288480,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
S000571211,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter
S000730526,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter
S000015593,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
S000129405,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
S000425929,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
S000429663,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
S000776202,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
S000363166,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Thermothrix
S000017481,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea
S000387938,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea
S000387940,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea
S000387941,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea
S000405116,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea
S000469505,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus
S000383706,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus
S000386216,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus
S000388272,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus
S000388872,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus
S000391357,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus
S000391359,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus
S000395486,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus
S000414177,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus
S000428669,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus
S001171508,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus
S000018694,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter
S000381354,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paucimonas
S000620618,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Chitinimonas
S001171510,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Chitinimonas
S001239099,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Parasutterella
S000543947,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Sutterella
S000994710,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Sutterella
S000001831,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter
S000399556,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter
S000399557,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter
S000427400,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter
S000427401,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter
S000654202,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter
S000130225,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes
S000414186,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes
S000532071,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes
S000386313,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Castellaniella
S000009593,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
S000015853,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
S000388692,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
S000388693,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
S000437033,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
S000437035,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
S000437036,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
S000437037,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
S001152191,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Advenella
S000012031,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Taylorella
S000428367,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Taylorella
S000543171,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Azohydromonas
S000543172,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Azohydromonas
S000447841,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Tetrathiobacter
S000481204,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Tetrathiobacter
S000541021,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pusillimonas
S000007648,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Castellaniella
S000438516,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Castellaniella
S000127600,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Oligella
S000387862,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Oligella
S000007045,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pelistega
S000022480,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Brackiella
S000390573,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pigmentiphaga
S000769180,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pigmentiphaga
S001097487,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pigmentiphaga
S000415016,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Derxia
S000843932,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter
S000003243,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum
S000006848,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum
S000014269,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum
S000334724,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum
S000384596,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum
S000387927,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum
S000432334,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum
S000439511,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum
S000588265,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum
S000604555,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum
S000541014,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Naxibacter
S000901781,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Naxibacter
S000901783,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Naxibacter
S000006620,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium
S000008887,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium
S000005555,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
S000007395,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
S000453533,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herminiimonas
S000574631,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herminiimonas
S000592630,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herminiimonas
S000824200,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herminiimonas
S001095956,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herminiimonas
S000022017,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella
S000461649,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella
S000728101,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium
S000437784,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
S000515996,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
S000515997,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
S000515998,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
S000515999,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
S000650723,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
S000860209,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
S000893528,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
S001153807,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
S001153808,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
S000351461,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas
S000357504,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas
S000357513,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas
S000804872,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalicibacterium
S000391661,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Simonsiella
S000020486,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Aquaspirillum
S000384591,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Aquaspirillum
S000002008,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria
S000003950,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria
S000008913,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria
S000021908,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria
S000022013,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria
S000413195,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria
S000414306,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria
S000414308,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria
S000414309,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria
S000414374,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria
S000429658,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria
S000541488,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria
S000541489,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria
S000892548,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Pseudogulbenkiania
S000412963,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella
S000414302,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella
S000436070,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella
S000543982,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella
S000539445,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Uruburuella
S000439895,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Silvimonas
S000001858,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Vogesella
S000892547,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Vogesella
S000438740,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Microvirgula
S000636104,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Chitinilyticum
S000319396,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Bergeriella
S000319394,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Conchiformibius
S000391664,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Conchiformibius
S000020246,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Formivibrio
S000622317,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Leeia
S000806063,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Stenoxybacter
S000653121,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Aquitalea
S001097868,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Aquitalea
S000722430,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Andreprevotia
S000730527,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Deefgea
S000721498,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Paludibacterium
S000721484,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Gulbenkiania
S000392882,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Laribacter
S000319395,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Alysiella
S000429659,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Alysiella
S000441003,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Chitinibacter
S000015049,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Zoogloea
S000260089,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Zoogloea
S000650566,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Zoogloea
S000651533,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Zoogloea
S000436226,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Rhodocyclus
S001019565,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Rhodocyclus
S000000311,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azoarcus
S000001335,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azoarcus
S000008376,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azoarcus
S000387088,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azoarcus
S000387090,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azoarcus
S000387200,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azoarcus
